63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,2344,242632,29526,1222,29465,241010,643,214440,177801,182251,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,241010,29526,643,29465,242632,2344,1222,214440,182251,177801,245952,256756,186639,270917,109585,185225,266917,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,12,12,10553,7388,77295,221476,241010,1222,29526,29465,242632,2344,643,214440,182251,177801,256756,245952,186639,270917,109585,185225,266917,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,241010,242632,29526,643,1222,214440,2344,29465,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,242632,29526,1222,643,241010,2344,182251,177801,29465,214440,256756,245952,186639,270917,266917,109585,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,1222,643,29526,241010,214440,242632,29465,2344,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10553,12,12,12,7388,12,4390,77295,221476,29526,29465,1222,241010,2344,214440,643,242632,182251,177801,245952,256756,186639,270917,109585,185225,266917,264512,1359245
63504,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,242632,29526,1222,29465,241010,2344,643,214440,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,241010,1222,29526,29465,2344,242632,643,214440,182251,177801,256756,186639,245952,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,12,7388,10553,221476,77295,241010,2344,1222,29526,214440,29465,242632,643,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,7388,1222,10553,77295,221476,241010,29526,29465,242632,643,214440,2344,177801,182251,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,221476,12,12,12,12,12,12,4390,12,7388,12,10553,12,12,12,12,12,12,77295,241010,29526,643,1222,2344,242632,29465,214440,182251,256756,245952,177801,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,12,643,10553,77295,221476,241010,29526,29465,242632,2344,1222,214440,182251,256756,186639,270917,177801,245952,185225,109585,266917,264512,1359245
2344,63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,643,12,10553,7388,4390,1222,77295,221476,241010,29526,242632,29465,214440,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,7388,10553,77295,242632,1222,29526,643,241010,2344,214440,29465,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
221476,12,12,12,12,12,12,12,12,12,12,12,12,12,10553,12,12,12,12,12,12,4390,7388,77295,63504,1222,29526,29465,241010,242632,2344,214440,643,182251,177801,245952,256756,186639,270917,109585,185225,266917,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,7388,10553,77295,221476,241010,29526,1222,29465,2344,242632,214440,177801,643,256756,182251,245952,186639,270917,266917,109585,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,1222,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,241010,2344,643,29526,214440,242632,29465,270917,182251,177801,256756,245952,186639,266917,109585,185225,264512,1359245
12,12,12,12,12,12,12,12,12,12,12,12,12,4390,221476,12,12,12,12,12,7388,12,10553,63504,2344,77295,241010,643,29526,1222,242632,29465,214440,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,242632,29526,1222,29465,241010,2344,643,214440,182251,177801,256756,245952,270917,186639,109585,185225,266917,264512,1359245
63504,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,241010,29526,1222,29465,242632,2344,643,214440,177801,182251,245952,256756,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,12,4390,10553,77295,241010,221476,643,29465,2344,242632,29526,214440,177801,1222,182251,245952,256756,186639,270917,185225,109585,266917,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,241010,29526,1222,29465,242632,643,182251,177801,214440,2344,256756,245952,186639,270917,109585,185225,266917,264512,1359245
63504,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,7388,10553,2344,77295,241010,1222,29526,29465,242632,643,182251,177801,256756,214440,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4390,12,12,12,12,7388,10553,77295,221476,241010,643,29526,1222,242632,182251,29465,214440,2344,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,12,12,4390,10553,77295,241010,643,1222,29526,242632,2344,214440,182251,29465,256756,177801,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,12,12,12,4390,10553,77295,221476,242632,29526,1222,241010,2344,29465,182251,643,214440,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,4390,10553,77295,221476,241010,29526,1222,643,242632,214440,2344,29465,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
221476,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,10553,4390,77295,63504,241010,29526,1222,29465,2344,242632,182251,643,245952,214440,177801,256756,186639,270917,109585,266917,185225,264512,1359245
63504,12,4390,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7388,12,10553,77295,221476,29526,29465,1222,241010,242632,2344,643,214440,182251,177801,256756,245952,186639,270917,109585,266917,185225,264512,1359245
63504,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,221476,7388,4390,10553,77295,242632,1222,29465,29526,241010,214440,2344,643,182251,177801,270917,256756,245952,186639,109585,266917,185225,264512,1359245
